row_id	pdf_page	block	row_in_block	h	k	l	Fcal2_raw	Fobs2_raw	sigma_Fobs2_raw	marker_raw	Fcal2_numeric	Fobs2_numeric	sigma_Fobs2_numeric	Fcal2_sign_status	Fobs2_sign_status
si-p06-L-r006	6	L	6	14	14	20	13808.26	9390.19	7615.26	o	13808.26	9390.19	7615.26	resolved	resolved
si-p06-L-r007	6	L	7	0	16	20	39561.18	44208.11	9550.08	o	39561.18	44208.11	9550.08	resolved	resolved
si-p06-L-r008	6	L	8	2	16	20	2340.01	-7029.53	7029.53	o	2340.01	-7029.53	7029.53	resolved	resolved
si-p06-L-r009	6	L	9	4	16	20	349605.5	350183.66	10283.99	o	349605.5	350183.66	10283.99	resolved	resolved
si-p06-L-r010	6	L	10	6	16	20	0.98	6611.72	6736.72	o	0.98	6611.72	6736.72	resolved	resolved
si-p06-L-r011	6	L	11	8	16	20	121.33	4855.06	7078.12	o	121.33	4855.06	7078.12	resolved	resolved
si-p06-L-r012	6	L	12	10	16	20	2044.26	-723.66	7238.71	o	2044.26	-723.66	7238.71	resolved	resolved
si-p06-L-r013	6	L	13	12	16	20	139515.2	140327.09	8974.22	o	139515.2	140327.09	8974.22	resolved	resolved
si-p06-L-r014	6	L	14	14	16	20	39.73	-5031.03	7654.46	o	39.73	-5031.03	7654.46	resolved	resolved
si-p06-L-r015	6	L	15	16	16	20	2644.64	7847.25	12689.9	o	2644.64	7847.25	12689.9	resolved	resolved
si-p06-L-r016	6	L	16	2	18	20	46946.68	48557.94	7812.24	o	46946.68	48557.94	7812.24	resolved	resolved
si-p06-L-r017	6	L	17	4	18	20	120090.52	117943.05	10897.53	o	120090.52	117943.05	10897.53	resolved	resolved
si-p06-L-r018	6	L	18	6	18	20	56197.77	49556.01	10599.67	o	56197.77	49556.01	10599.67	resolved	resolved
si-p06-L-r019	6	L	19	8	18	20	1177.51	-6810.55	7408.9	o	1177.51	-6810.55	7408.9	resolved	resolved
si-p06-L-r020	6	L	20	10	18	20	25256.31	20549.11	7613.37	o	25256.31	20549.11	7613.37	resolved	resolved
si-p06-L-r021	6	L	21	12	18	20	96556.58	93619.11	9014.77	o	96556.58	93619.11	9014.77	resolved	resolved
si-p06-L-r022	6	L	22	14	18	20	130088.02	130343.17	12762.25	o	130088.02	130343.17	12762.25	resolved	resolved
si-p06-L-r023	6	L	23	16	18	20	17.26	-4445.18	21537.42	o	17.26	-4445.18	21537.42	resolved	resolved
si-p06-L-r024	6	L	24	18	18	20	49823.36	57660.29	9099.87	o	49823.36	57660.29	9099.87	resolved	resolved
si-p06-L-r025	6	L	25	0	20	20	329087.5	332328.47	15180.15	o	329087.5	332328.47	15180.15	resolved	resolved
si-p06-L-r026	6	L	26	2	20	20	86548.05	90412.48	11068.54	o	86548.05	90412.48	11068.54	resolved	resolved
si-p06-L-r027	6	L	27	4	20	20	1788.82	-2211.99	10477.83	o	1788.82	-2211.99	10477.83	resolved	resolved
si-p06-L-r028	6	L	28	6	20	20	79229	80269.73	11533.68	o	79229.0	80269.73	11533.68	resolved	resolved
si-p06-L-r029	6	L	29	8	20	20	174724.53	174316.69	13408.97	o	174724.53	174316.69	13408.97	resolved	resolved
si-p06-L-r030	6	L	30	10	20	20	83360.73	79338.98	11999.87	o	83360.73	79338.98	11999.87	resolved	resolved
si-p06-L-r031	6	L	31	12	20	20	301268.56	286898.78	16107.42	o	301268.56	286898.78	16107.42	resolved	resolved
si-p06-L-r032	6	L	32	14	20	20	86861.44	95882.66	13397.94	o	86861.44	95882.66	13397.94	resolved	resolved
si-p06-L-r033	6	L	33	16	20	20	265270.56	245364.38	16217.62	o	265270.56	245364.38	16217.62	resolved	resolved
si-p06-L-r034	6	L	34	18	20	20	55375.48	63359.99	14209.41	o	55375.48	63359.99	14209.41	resolved	resolved
si-p06-L-r035	6	L	35	20	20	20	35926.49	25037.07	13624.83	o	35926.49	25037.07	13624.83	resolved	resolved
si-p06-L-r036	6	L	36	1	1	21	92878.14	98697.14	8741	o	92878.14	98697.14	8741.0	resolved	resolved
si-p06-L-r037	6	L	37	1	3	21	97946.68	89406.09	14394.24	o	97946.68	89406.09	14394.24	resolved	resolved
si-p06-L-r038	6	L	38	3	3	21	144260.83	135452.31	7749.81	o	144260.83	135452.31	7749.81	resolved	resolved
si-p06-L-r039	6	L	39	1	5	21	222734.59	231120.63	8374.29	o	222734.59	231120.63	8374.29	resolved	resolved
si-p06-L-r040	6	L	40	3	5	21	456.69	12573.26	6421.01	o	456.69	12573.26	6421.01	resolved	resolved
si-p06-L-r041	6	L	41	5	5	21	225881.77	205399.67	8204.02	o	225881.77	205399.67	8204.02	resolved	resolved
si-p06-L-r042	6	L	42	1	7	21	9316.42	14767.05	6332.92	o	9316.42	14767.05	6332.92	resolved	resolved
si-p06-L-r043	6	L	43	3	7	21	203148.7	208592.81	8003.29	o	203148.7	208592.81	8003.29	resolved	resolved
si-p06-L-r044	6	L	44	5	7	21	8410.96	6869.33	6256.92	o	8410.96	6869.33	6256.92	resolved	resolved
si-p06-L-r045	6	L	45	7	7	21	7620.71	-55595.68	77948.6	o	7620.71	-55595.68	77948.6	resolved	resolved
si-p06-R-r001	6	R	1	1	9	21	9394.65	4773.65	6256.99	o	9394.65	4773.65	6256.99	resolved	resolved
si-p06-R-r002	6	R	2	3	9	21	11593.65	7439.71	6377.05	o	11593.65	7439.71	6377.05	resolved	resolved
si-p06-R-r003	6	R	3	5	9	21	652.85	-6338.71	6338.71	o	652.85	-6338.71	6338.71	resolved	resolved
si-p06-R-r004	6	R	4	7	9	21	11979.44	14413.85	6627.24	o	11979.44	14413.85	6627.24	resolved	resolved
si-p06-R-r005	6	R	5	9	9	21	2782.21	5538.14	7218.15	o	2782.21	5538.14	7218.15	resolved	resolved
si-p06-R-r006	6	R	6	1	11	21	291880.03	309913.66	9206.96	o	291880.03	309913.66	9206.96	resolved	resolved
si-p06-R-r007	6	R	7	3	11	21	137370.7	141328.84	22967.81	o	137370.7	141328.84	22967.81	resolved	resolved
si-p06-R-r008	6	R	8	5	11	21	302693.78	307481.88	13196.92	o	302693.78	307481.88	13196.92	resolved	resolved
si-p06-R-r009	6	R	9	7	11	21	1936.09	-291.05	6585.75	o	1936.09	-291.05	6585.75	resolved	resolved
si-p06-R-r010	6	R	10	9	11	21	11024.01	28792	6871.18	o	11024.01	28792.0	6871.18	resolved	resolved
si-p06-R-r011	6	R	11	11	11	21	456374.25	429271.22	11927.75	o	456374.25	429271.22	11927.75	resolved	resolved
si-p06-R-r012	6	R	12	1	13	21	51927.96	66243.48	7368.5	o	51927.96	66243.48	7368.5	resolved	resolved
si-p06-R-r013	6	R	13	3	13	21	102905.23	98858.52	7537.2	o	102905.23	98858.52	7537.2	resolved	resolved
si-p06-R-r014	6	R	14	5	13	21	6176.47	-1495.79	6749.18	o	6176.47	-1495.79	6749.18	resolved	resolved
si-p06-R-r015	6	R	15	7	13	21	92069.79	117195.49	7743.89	o	92069.79	117195.49	7743.89	resolved	resolved
si-p06-R-r016	6	R	16	9	13	21	7074.93	-3376.37	7080.03	o	7074.93	-3376.37	7080.03	resolved	resolved
si-p06-R-r017	6	R	17	11	13	21	16941.79	3533.2	8208.83	o	16941.79	3533.2	8208.83	resolved	resolved
si-p06-R-r018	6	R	18	13	13	21	177410.55	166531.61	9148.16	o	177410.55	166531.61	9148.16	resolved	resolved
si-p06-R-r019	6	R	19	1	15	21	485.39	-2263.07	6744.27	o	485.39	-2263.07	6744.27	resolved	resolved
si-p06-R-r020	6	R	20	3	15	21	8743.97	553.73	6914.03	o	8743.97	553.73	6914.03	resolved	resolved
si-p06-R-r021	6	R	21	5	15	21	82096.46	88141.98	7702.79	o	82096.46	88141.98	7702.79	resolved	resolved
si-p06-R-r022	6	R	22	7	15	21	29282.97	27832.28	7081.54	o	29282.97	27832.28	7081.54	resolved	resolved
si-p06-R-r023	6	R	23	9	15	21	2693.49	3128.66	7156.37	o	2693.49	3128.66	7156.37	resolved	resolved
si-p06-R-r024	6	R	24	11	15	21	25943.36	39872.58	10072.62	o	25943.36	39872.58	10072.62	resolved	resolved
si-p06-R-r025	6	R	25	13	15	21	18927.19	27602.42	7491.07	o	18927.19	27602.42	7491.07	resolved	resolved
si-p06-R-r026	6	R	26	15	15	21	2428.44	5765.76	18860.19	o	2428.44	5765.76	18860.19	resolved	resolved
si-p06-R-r027	6	R	27	1	17	21	30140.28	34388.27	7451.79	o	30140.28	34388.27	7451.79	resolved	resolved
si-p06-R-r028	6	R	28	3	17	21	2931.11	1804.54	7244.39	o	2931.11	1804.54	7244.39	resolved	resolved
si-p06-R-r029	6	R	29	5	17	21	37646.75	42817.51	7739.54	o	37646.75	42817.51	7739.54	resolved	resolved
si-p06-R-r030	6	R	30	7	17	21	40839.23	35249.43	11296.88	o	40839.23	35249.43	11296.88	resolved	resolved
si-p06-R-r031	6	R	31	9	17	21	118934.53	111017.13	8526.73	o	118934.53	111017.13	8526.73	resolved	resolved
si-p06-R-r032	6	R	32	11	17	21	77220.37	94694.21	14970.13	o	77220.37	94694.21	14970.13	resolved	resolved
si-p06-R-r033	6	R	33	13	17	21	4361.15	5213.7	7943.89	o	4361.15	5213.7	7943.89	resolved	resolved
si-p06-R-r034	6	R	34	15	17	21	27115.16	29980.69	8315.06	o	27115.16	29980.69	8315.06	resolved	resolved
si-p06-R-r035	6	R	35	17	17	21	504.56	-4441.21	8313.16	o	504.56	-4441.21	8313.16	resolved	resolved
si-p06-R-r036	6	R	36	1	19	21	883.43	9681.87	7038.08	o	883.43	9681.87	7038.08	resolved	resolved
si-p06-R-r037	6	R	37	3	19	21	63582.05	52521.66	8149.46	o	63582.05	52521.66	8149.46	resolved	resolved
si-p06-R-r038	6	R	38	5	19	21	3556.29	391.54	7351.02	o	3556.29	391.54	7351.02	resolved	resolved
si-p06-R-r039	6	R	39	7	19	21	70485.48	73367.73	8318.38	o	70485.48	73367.73	8318.38	resolved	resolved
si-p06-R-r040	6	R	40	9	19	21	19947.84	13178.55	7780.31	o	19947.84	13178.55	7780.31	resolved	resolved
si-p06-R-r041	6	R	41	11	19	21	97339.84	91204.39	16720.18	o	97339.84	91204.39	16720.18	resolved	resolved
si-p06-R-r042	6	R	42	13	19	21	52866.71	48683.26	9100.21	o	52866.71	48683.26	9100.21	resolved	resolved
si-p06-R-r043	6	R	43	15	19	21	331.45	3271.92	15600.12	o	331.45	3271.92	15600.12	resolved	resolved
si-p06-R-r044	6	R	44	17	19	21	52	11539.36	9080.64	o	52.0	11539.36	9080.64	resolved	resolved
si-p06-R-r045	6	R	45	19	19	21	35083.95	39330.34	9547.57	o	35083.95	39330.34	9547.57	resolved	resolved
si-p07-L-r001	7	L	1	1	21	21	71909.23	76652.05	11998.72	o	71909.23	76652.05	11998.72	resolved	resolved
si-p07-L-r002	7	L	2	3	21	21	91321.95	88083.18	12699.82	o	91321.95	88083.18	12699.82	resolved	resolved
si-p07-L-r003	7	L	3	5	21	21	277869.25	277399	15171.17	o	277869.25	277399.0	15171.17	resolved	resolved
si-p07-L-r004	7	L	4	7	21	21	18483.15	-3376.68	12109.46	o	18483.15	-3376.68	12109.46	resolved	resolved
si-p07-L-r005	7	L	5	9	21	21	35283.21	45533.36	11645.36	o	35283.21	45533.36	11645.36	resolved	resolved
si-p07-L-r006	7	L	6	11	21	21	71553.98	49973.62	14095.12	o	71553.98	49973.62	14095.12	resolved	resolved
si-p07-L-r007	7	L	7	13	21	21	84401.05	64424.39	13630.48	o	84401.05	64424.39	13630.48	resolved	resolved
si-p07-L-r008	7	L	8	15	21	21	11572.83	25032.32	12457.95	o	11572.83	25032.32	12457.95	resolved	resolved
si-p07-L-r009	7	L	9	17	21	21	64365.53	67790.29	14792.73	o	64365.53	67790.29	14792.73	resolved	resolved
si-p07-L-r010	7	L	10	19	21	21	22441.22	-1513.71	13972.66	o	22441.22	-1513.71	13972.66	resolved	resolved
si-p07-L-r011	7	L	11	21	21	21	109438.05	142149.45	15380.11	o	109438.05	142149.45	15380.11	resolved	resolved
si-p07-L-r012	7	L	12	0	2	22	15418.76	19537.23	8500.03	o	15418.76	19537.23	8500.03	resolved	resolved
si-p07-L-r013	7	L	13	2	2	22	618707.81	603947.88	11106.95	o	618707.81	603947.88	11106.95	resolved	resolved
si-p07-L-r014	7	L	14	2	4	22	1876.07	-402.11	6254.85	o	1876.07	-402.11	6254.85	resolved	resolved
si-p07-L-r015	7	L	15	4	4	22	189800.05	199582.39	8108.08	o	189800.05	199582.39	8108.08	resolved	resolved
si-p07-L-r016	7	L	16	0	6	22	692919.31	708343.31	11736.89	o	692919.31	708343.31	11736.89	resolved	resolved
si-p07-L-r017	7	L	17	2	6	22	17153.84	23372.97	6377.44	o	17153.84	23372.97	6377.44	resolved	resolved
si-p07-L-r018	7	L	18	4	6	22	325.47	-6421	6421	o	325.47	-6421.0	6421.0	resolved	resolved
si-p07-L-r019	7	L	19	6	6	22	174096.94	161099.44	7873.33	o	174096.94	161099.44	7873.33	resolved	resolved
si-p07-L-r020	7	L	20	2	8	22	74224.93	78127.34	16544.62	o	74224.93	78127.34	16544.62	resolved	resolved
si-p07-L-r021	7	L	21	4	8	22	9208.03	-1237.99	6502.38	o	9208.03	-1237.99	6502.38	resolved	resolved
si-p07-L-r022	7	L	22	6	8	22	23929.29	40245.38	6928.64	o	23929.29	40245.38	6928.64	resolved	resolved
si-p07-L-r023	7	L	23	8	8	22	1081.75	6035.75	8789.69	o	1081.75	6035.75	8789.69	resolved	resolved
si-p07-L-r024	7	L	24	0	10	22	873050.31	950136.63	20089.19	o	873050.31	950136.63	20089.19	resolved	resolved
si-p07-L-r025	7	L	25	2	10	22	15912.36	30719.07	6586.72	o	15912.36	30719.07	6586.72	resolved	resolved
si-p07-L-r026	7	L	26	4	10	22	18549.09	13934.09	6792.35	o	18549.09	13934.09	6792.35	resolved	resolved
si-p07-L-r027	7	L	27	6	10	22	386254.91	393885.97	22148.3	o	386254.91	393885.97	22148.3	resolved	resolved
si-p07-L-r028	7	L	28	8	10	22	80389.2	100869.76	7661.96	o	80389.2	100869.76	7661.96	resolved	resolved
si-p07-L-r029	7	L	29	10	10	22	362891.31	352802.91	32713.02	o	362891.31	352802.91	32713.02	resolved	resolved
si-p07-L-r030	7	L	30	2	12	22	75431.45	76801.1	7742.71	o	75431.45	76801.1	7742.71	resolved	resolved
si-p07-L-r031	7	L	31	4	12	22	202886.52	200488.39	8924.18	o	202886.52	200488.39	8924.18	resolved	resolved
si-p07-L-r032	7	L	32	6	12	22	97940.14	98668.17	7786.5	o	97940.14	98668.17	7786.5	resolved	resolved
si-p07-L-r033	7	L	33	8	12	22	751.76	1460.53	6782.12	o	751.76	1460.53	6782.12	resolved	resolved
si-p07-L-r034	7	L	34	10	12	22	228851.64	228643.19	9240.02	o	228851.64	228643.19	9240.02	resolved	resolved
si-p07-L-r035	7	L	35	12	12	22	254024.59	238637.77	9777.79	o	254024.59	238637.77	9777.79	resolved	resolved
si-p07-L-r036	7	L	36	0	14	22	15520.17	24087.25	15951.76	o	15520.17	24087.25	15951.76	resolved	resolved
si-p07-L-r037	7	L	37	2	14	22	294407.13	288793.5	9658.2	o	294407.13	288793.5	9658.2	resolved	resolved
si-p07-L-r038	7	L	38	4	14	22	219.6	14429.07	6293.88	o	219.6	14429.07	6293.88	resolved	resolved
si-p07-L-r039	7	L	39	6	14	22	5556.02	12533.62	6666.77	o	5556.02	12533.62	6666.77	resolved	resolved
si-p07-L-r040	7	L	40	8	14	22	15155.6	24393.17	7409.89	o	15155.6	24393.17	7409.89	resolved	resolved
si-p07-L-r041	7	L	41	10	14	22	19698.92	26206.98	7150.41	o	19698.92	26206.98	7150.41	resolved	resolved
si-p07-L-r042	7	L	42	12	14	22	13132.71	17239.66	10246.05	o	13132.71	17239.66	10246.05	resolved	resolved
si-p07-L-r043	7	L	43	14	14	22	79796.77	71065.52	8688.3	o	79796.77	71065.52	8688.3	resolved	resolved
si-p07-L-r044	7	L	44	2	16	22	463.36	-3012.84	7156.22	o	463.36	-3012.84	7156.22	resolved	resolved
si-p07-L-r045	7	L	45	4	16	22	1400.37	4199.39	11234.53	o	1400.37	4199.39	11234.53	resolved	resolved
si-p07-R-r001	7	R	1	6	16	22	41813.47	43075.5	7614.59	o	41813.47	43075.5	7614.59	resolved	resolved
si-p07-R-r002	7	R	2	8	16	22	1226.92	2733.31	7485.8	o	1226.92	2733.31	7485.8	resolved	resolved
si-p07-R-r003	7	R	3	10	16	22	171706.44	194730.56	9910.88	o	171706.44	194730.56	9910.88	resolved	resolved
si-p07-R-r004	7	R	4	12	16	22	3858.2	5214.02	7861.53	o	3858.2	5214.02	7861.53	resolved	resolved
si-p07-R-r005	7	R	5	14	16	22	15685.6	25353.3	12691.33	o	15685.6	25353.3	12691.33	resolved	resolved
si-p07-R-r006	7	R	6	16	16	22	5711.09	5964.85	9139.29	o	5711.09	5964.85	9139.29	resolved	resolved
si-p07-R-r007	7	R	7	0	18	22	1812.94	7959.91	7066.75	o	1812.94	7959.91	7066.75	resolved	resolved
si-p07-R-r008	7	R	8	2	18	22	202166.78	201421.77	9770.62	o	202166.78	201421.77	9770.62	resolved	resolved
si-p07-R-r009	7	R	9	4	18	22	30.6	-3525.26	7450.78	o	30.6	-3525.26	7450.78	resolved	resolved
si-p07-R-r010	7	R	10	6	18	22	10851.4	22466.09	8499.38	o	10851.4	22466.09	8499.38	resolved	resolved
si-p07-R-r011	7	R	11	8	18	22	72978.22	76033.7	11474.66	o	72978.22	76033.7	11474.66	resolved	resolved
si-p07-R-r012	7	R	12	10	18	22	16485.46	28406.52	7800.78	o	16485.46	28406.52	7800.78	resolved	resolved
si-p07-R-r013	7	R	13	12	18	22	87946.49	87802.17	13281.73	o	87946.49	87802.17	13281.73	resolved	resolved
si-p07-R-r014	7	R	14	14	18	22	126766.45	142728.81	13169.33	o	126766.45	142728.81	13169.33	resolved	resolved
si-p07-R-r015	7	R	15	16	18	22	65252.18	67509.59	9306.1	o	65252.18	67509.59	9306.1	resolved	resolved
si-p07-R-r016	7	R	16	18	18	22	93289.09	93907.21	10485.54	o	93289.09	93907.21	10485.54	resolved	resolved
si-p07-R-r017	7	R	17	2	20	22	18483.75	38078.17	17232.74	o	18483.75	38078.17	17232.74	resolved	resolved
si-p07-R-r018	7	R	18	4	20	22	143724.75	165184.84	9478.77	o	143724.75	165184.84	9478.77	resolved	resolved
si-p07-R-r019	7	R	19	6	20	22	33715.46	35398.03	8110.61	o	33715.46	35398.03	8110.61	resolved	resolved
si-p07-R-r020	7	R	20	8	20	22	2988.18	-5571.09	20140.91	o	2988.18	-5571.09	20140.91	resolved	resolved
si-p07-R-r021	7	R	21	10	20	22	61.12	8980.86	8062.35	o	61.12	8980.86	8062.35	resolved	resolved
si-p07-R-r022	7	R	22	12	20	22	113802.55	110113.68	12701.67	o	113802.55	110113.68	12701.67	resolved	resolved
si-p07-R-r023	7	R	23	14	20	22	15050.97	29364.47	8579.63	o	15050.97	29364.47	8579.63	resolved	resolved
si-p07-R-r024	7	R	24	16	20	22	238.8	-9055.25	9055.25	o	238.8	-9055.25	9055.25	resolved	resolved
si-p07-R-r025	7	R	25	18	20	22	4977.13	6016.52	11816.94	o	4977.13	6016.52	11816.94	resolved	resolved
si-p07-R-r026	7	R	26	20	20	22	68501.13	61966.45	10501.15	o	68501.13	61966.45	10501.15	resolved	resolved
si-p07-R-r027	7	R	27	0	22	22	725142.94	725547.19	21201.81	o	725142.94	725547.19	21201.81	resolved	resolved
si-p07-R-r028	7	R	28	2	22	22	2023.07	11176.36	11059.94	o	2023.07	11176.36	11059.94	resolved	resolved
si-p07-R-r029	7	R	29	4	22	22	17222.31	10362.76	12342.16	o	17222.31	10362.76	12342.16	resolved	resolved
si-p07-R-r030	7	R	30	6	22	22	137343.95	127742.14	14569.13	o	137343.95	127742.14	14569.13	resolved	resolved
si-p07-R-r031	7	R	31	8	22	22	30302.72	19213.9	12343.47	o	30302.72	19213.9	12343.47	resolved	resolved
si-p07-R-r032	7	R	32	10	22	22	110411.19	124913.99	13633.34	o	110411.19	124913.99	13633.34	resolved	resolved
si-p07-R-r033	7	R	33	12	22	22	302703.38	296778.53	16338.57	o	302703.38	296778.53	16338.57	resolved	resolved
si-p07-R-r034	7	R	34	14	22	22	286.94	30850.96	12573.22	o	286.94	30850.96	12573.22	resolved	resolved
si-p07-R-r035	7	R	35	16	22	22	106076.85	101135.35	14797.45	o	106076.85	101135.35	14797.45	resolved	resolved
si-p07-R-r036	7	R	36	18	22	22	3922.19	20606.69	12922.84	o	3922.19	20606.69	12922.84	resolved	resolved
si-p07-R-r037	7	R	37	20	22	22	14498.33	7684.46	13971.75	o	14498.33	7684.46	13971.75	resolved	resolved
si-p07-R-r038	7	R	38	22	22	22	97880.89	96231.66	15727.93	o	97880.89	96231.66	15727.93	resolved	resolved
si-p07-R-r039	7	R	39	1	1	23	8177.82	4253.53	6172.93	o	8177.82	4253.53	6172.93	resolved	resolved
si-p07-R-r040	7	R	40	1	3	23	7047.18	1391.84	6927.43	o	7047.18	1391.84	6927.43	resolved	resolved
si-p07-R-r041	7	R	41	3	3	23	286676.66	283927.94	14363.73	o	286676.66	283927.94	14363.73	resolved	resolved
si-p07-R-r042	7	R	42	1	5	23	119365.31	135566.39	15794.89	o	119365.31	135566.39	15794.89	resolved	resolved
si-p07-R-r043	7	R	43	3	5	23	88535.92	79090.42	7332.03	o	88535.92	79090.42	7332.03	resolved	resolved
si-p07-R-r044	7	R	44	5	5	23	29015.82	44072.17	10888.45	o	29015.82	44072.17	10888.45	resolved	resolved
si-p07-R-r045	7	R	45	1	7	23	378536.63	350840.34	15545.28	o	378536.63	350840.34	15545.28	resolved	resolved
si-p08-L-r001	8	L	1	3	7	23	60.88	17291.45	9779.16	o	60.88	17291.45	9779.16	resolved	resolved
si-p08-L-r002	8	L	2	5	7	23	45775.96	37386.63	6873.67	o	45775.96	37386.63	6873.67	resolved	resolved
si-p08-L-r003	8	L	3	7	7	23	51838.38	62326.25	7189.54	o	51838.38	62326.25	7189.54	resolved	resolved
si-p08-L-r004	8	L	4	1	9	23	274489.81	249004.25	9121.78	o	274489.81	249004.25	9121.78	resolved	resolved
si-p08-L-r005	8	L	5	3	9	23	31097.76	34945.42	7802.52	o	31097.76	34945.42	7802.52	resolved	resolved
si-p08-L-r006	8	L	6	5	9	23	4031.61	8910.3	10128.82	o	4031.61	8910.3	10128.82	resolved	resolved
si-p08-L-r007	8	L	7	7	9	23	62593.52	68094.39	7576.85	o	62593.52	68094.39	7576.85	resolved	resolved
si-p08-L-r008	8	L	8	9	9	23	302110.34	313010	10072.68	o	302110.34	313010.0	10072.68	resolved	resolved
si-p08-L-r009	8	L	9	1	11	23	376225.38	391357.56	11393.51	o	376225.38	391357.56	11393.51	resolved	resolved
si-p08-L-r010	8	L	10	3	11	23	107309.08	111896.13	8240.83	o	107309.08	111896.13	8240.83	resolved	resolved
si-p08-L-r011	8	L	11	5	11	23	65.94	1920.19	9371.69	o	65.94	1920.19	9371.69	resolved	resolved
si-p08-L-r012	8	L	12	7	11	23	1254.96	7850.53	12515.14	o	1254.96	7850.53	12515.14	resolved	resolved
si-p08-L-r013	8	L	13	9	11	23	1741.81	-2669.78	17637.69	o	1741.81	-2669.78	17637.69	resolved	resolved
si-p08-L-r014	8	L	14	11	11	23	77567.89	73416.28	13281.31	o	77567.89	73416.28	13281.31	resolved	resolved
si-p08-L-r015	8	L	15	1	13	23	34764.14	30765.87	11005.26	o	34764.14	30765.87	11005.26	resolved	resolved
si-p08-L-r016	8	L	16	3	13	23	40863.94	44545.59	7492.75	o	40863.94	44545.59	7492.75	resolved	resolved
si-p08-L-r017	8	L	17	5	13	23	128328.38	121465.28	8742.12	o	128328.38	121465.28	8742.12	resolved	resolved
si-p08-L-r018	8	L	18	7	13	23	2701.98	-3160.58	7238.76	o	2701.98	-3160.58	7238.76	resolved	resolved
si-p08-L-r019	8	L	19	9	13	23	12948.62	8411.6	7408.34	o	12948.62	8411.6	7408.34	resolved	resolved
si-p08-L-r020	8	L	20	11	13	23	267399.66	259398.5	26316.26	o	267399.66	259398.5	26316.26	resolved	resolved
si-p08-L-r021	8	L	21	13	13	23	2753.81	2317.49	7449.83	o	2753.81	2317.49	7449.83	resolved	resolved
si-p08-L-r022	8	L	22	1	15	23	25648.9	31872.48	7366.34	o	25648.9	31872.48	7366.34	resolved	resolved
si-p08-L-r023	8	L	23	3	15	23	14858.7	19948.7	7239.58	o	14858.7	19948.7	7239.58	resolved	resolved
si-p08-L-r024	8	L	24	5	15	23	607.66	9576.83	7625.45	o	607.66	9576.83	7625.45	resolved	resolved
si-p08-L-r025	8	L	25	7	15	23	98190.38	112109.31	12875.84	o	98190.38	112109.31	12875.84	resolved	resolved
si-p08-L-r026	8	L	26	9	15	23	40578.37	47244.01	7861.56	o	40578.37	47244.01	7861.56	resolved	resolved
si-p08-L-r027	8	L	27	11	15	23	4584.6	-7783.89	8148.79	o	4584.6	-7783.89	8148.79	resolved	resolved
si-p08-L-r028	8	L	28	13	15	23	19258.27	19563.93	8149.83	o	19258.27	19563.93	8149.83	resolved	resolved
si-p08-L-r029	8	L	29	15	15	23	20503.18	29175.23	8671.97	o	20503.18	29175.23	8671.97	resolved	resolved
si-p08-L-r030	8	L	30	1	17	23	12888.42	10644.66	8732.41	o	12888.42	10644.66	8732.41	resolved	resolved
si-p08-L-r031	8	L	31	3	17	23	2037.77	-3825.71	7407.59	o	2037.77	-3825.71	7407.59	resolved	resolved
si-p08-L-r032	8	L	32	5	17	23	830.06	7008.84	16415.13	o	830.06	7008.84	16415.13	resolved	resolved
si-p08-L-r033	8	L	33	7	17	23	74273.37	77035.13	13629.97	o	74273.37	77035.13	13629.97	resolved	resolved
si-p08-L-r034	8	L	34	9	17	23	156746.8	153694.22	18477.71	o	156746.8	153694.22	18477.71	resolved	resolved
si-p08-L-r035	8	L	35	11	17	23	175021.3	172956.94	9932.27	o	175021.3	172956.94	9932.27	resolved	resolved
si-p08-L-r036	8	L	36	13	17	23	18394.83	12109.41	8615.61	o	18394.83	12109.41	8615.61	resolved	resolved
si-p08-L-r037	8	L	37	15	17	23	48586.91	60584.14	18459.77	o	48586.91	60584.14	18459.77	resolved	resolved
si-p08-L-r038	8	L	38	17	17	23	185909.58	187929.91	19995.91	o	185909.58	187929.91	19995.91	resolved	resolved
si-p08-L-r039	8	L	39	1	19	23	18849.72	39297.78	7530.52	o	18849.72	39297.78	7530.52	resolved	resolved
si-p08-L-r040	8	L	40	3	19	23	61788.59	60387.89	17006.32	o	61788.59	60387.89	17006.32	resolved	resolved
si-p08-L-r041	8	L	41	5	19	23	48258.44	51289.11	8306.85	o	48258.44	51289.11	8306.85	resolved	resolved
si-p08-L-r042	8	L	42	7	19	23	674.91	-4171.98	8025.96	o	674.91	-4171.98	8025.96	resolved	resolved
si-p08-L-r043	8	L	43	9	19	23	1558.24	-6588.8	9662.86	o	1558.24	-6588.8	9662.86	resolved	resolved
si-p08-L-r044	8	L	44	11	19	23	83595.93	88254.19	9307.63	o	83595.93	88254.19	9307.63	resolved	resolved
si-p08-L-r045	8	L	45	13	19	23	7431.14	4259.24	8889.99	o	7431.14	4259.24	8889.99	resolved	resolved
si-p08-R-r001	8	R	1	15	19	23	26440.6	45897.67	9099.52	o	26440.6	45897.67	9099.52	resolved	resolved
si-p08-R-r002	8	R	2	17	19	23	3085.5	1265.49	9176.44	o	3085.5	1265.49	9176.44	resolved	resolved
si-p08-R-r003	8	R	3	19	19	23	14473.42	8640.45	9381.24	o	14473.42	8640.45	9381.24	resolved	resolved
si-p08-R-r004	8	R	4	1	21	23	44523.77	40015.04	8892.82	o	44523.77	40015.04	8892.82	resolved	resolved
